ORIG_ARPT_CDE,DEST_ARPT_CDE,Origin BackBone Category,Dept BackBone Category,Turn Category,Date,ACFT_CAPY_CT,NSTP_MILE_CT,PAX,REV,ASM,RPM
,,Cornerstone,Key Stations,LFHI,1/20/2019,,,281,31144,51194,100712
,,Key Stations,Others,Acceptable,1/20/2019,,,282,31166,34177,67279
,,Gateway,Gateway,Waste,1/20/2019,,,282,31188,48906,96337
,,Others,Gateway,LFHI,1/20/2019,,,282,31210,108966,214784
,,Gateway,Others,HFLI,1/20/2019,,,282,31231,26884,53026
,, ,Cornerstone,LFHI,1/20/2019,143,1015,282,31253,145145,286470
DAL,SFO,Others,Constrained,LFHI,1/20/2019,143,1476,282,31275,211068,416852
HOU,LGA,Key Stations,Gateway,HFLI,1/20/2019,143,1428,283,31297,204204,403558
JAX,MDW,Others,Key Stations,Waste,1/20/2019,175,849,283,31319,148575,240086
LAX,DEN,Others,Cornerstone,LFHI,1/20/2019,175,862,283,31341,150850,243920
DEN,MKE,Cornerstone,Cornerstone,LFHI,1/20/2019,143,896,283,31363,128128,253706
ONT,DEN,Cornerstone,Cornerstone,Waste,1/20/2019,143,819,283,31385,117117,232053
DAL,CHS,Others,Cornerstone,HFLI,1/20/2019,175,977,284,31407,170975,277000
PHX,RNO,Constrained,Others,Waste,1/20/2019,143,601,284,31429,85943,170506
DCA,DAL,Constrained,Others,Acceptable,1/20/2019,143,1184,284,31451,169312,336123
PHX,MCI,Constrained,Gateway,LFHI,1/20/2019,143,1044,284,31473,149292,296570
HOU,DCA,Key Stations,Constrained,HFLI,1/20/2019,143,1218,284,31495,174174,346222
PHX,ABQ,Constrained,Others,LFHI,1/20/2019,143,328,284,31517,46904,93296
PBI,ISP,Cornerstone,Key Stations,Acceptable,1/20/2019,143,1052,285,31539,150436,299422
SAN,SJC,Constrained,Gateway,HFLI,1/20/2019,143,417,285,31561,59631,118764
PHX,MDW,Constrained,Key Stations,HFLI,1/20/2019,143,1444,285,31583,206492,411524
PHX,OMA,Constrained,Constrained,LFHI,1/20/2019,143,1037,285,31605,148291,295724
SAN,AUS,Constrained,Gateway,HFLI,1/20/2019,175,1164,285,31627,203700,332154
LAS,BOI,Key Stations,Gateway,LFHI,1/20/2019,175,519,286,31649,90825,148195
PDX,DEN,Key Stations,Cornerstone,HFLI,1/20/2019,175,991,286,31671,173425,283151
PHX,ONT,Constrained,Cornerstone,Waste,1/20/2019,143,325,286,31693,46475,92920
MKE,BNA,Cornerstone,Gateway,Waste,1/20/2019,143,475,286,31715,67925,135893
SAT,DAL,Key Stations,Others,LFHI,1/20/2019,143,248,286,31736,35464,70996
BNA,BWI,Gateway,Constrained,LFHI,1/20/2019,143,587,286,31758,83941,168150
TPA,IND,Others,Gateway,LFHI,1/20/2019,143,837,287,31780,119691,239918
MDW,DCA,Key Stations,Constrained,Acceptable,1/20/2019,143,601,287,31802,85943,172381
MDW,DAL,Key Stations,Others,HFLI,1/20/2019,143,793,287,31824,113399,227597
MDW,CLE,Key Stations,Gateway,LFHI,1/20/2019,143,307,287,31846,43901,88168
MHT,BWI, ,Constrained,Acceptable,1/20/2019,143,377,287,31868,53911,108340
MCO,MDW,Others,Key Stations,LFHI,1/20/2019,175,990,288,31890,173250,284682
DEN,LAS,Cornerstone,Key Stations,LFHI,1/20/2019,143,628,288,31912,89804,180702
SAN,SJC,Constrained,Gateway,Waste,1/20/2019,143,417,288,31934,59631,120065
BWI,MCI,Constrained,Gateway,HFLI,1/20/2019,175,967,288,31956,169225,278601
TUS,SAN,Cornerstone,Constrained,LFHI,1/20/2019,143,368,288,31978,52624,106091
LAX,SMF,Others,Cornerstone,Waste,1/21/2019,143,373,288,32000,53339,107601
MDW,LAX,Key Stations,Others,LFHI,1/21/2019,175,1750,289,32022,306250,505153
MDW,BNA,Key Stations,Gateway,Waste,1/21/2019,143,395,289,32044,56485,114093
SMF,PDX,Cornerstone,Key Stations,Waste,1/21/2019,143,479,289,32066,68497,138443
RDU,LAS,Others,Key Stations,Waste,1/21/2019,175,2026,289,32088,354550,585938
DEN,PHX,Cornerstone,Constrained,HFLI,1/21/2019,175,602,289,32110,105350,174214
BUF,MDW,Key Stations,Key Stations,HFLI,1/21/2019,143,468,290,32132,66924,135522
TPA,DAL,Others,Others,Waste,1/21/2019,175,917,290,32154,160475,265710
PDX,LAS,Key Stations,Key Stations,Acceptable,1/21/2019,143,763,290,32176,109109,221227
SMF,STL,Cornerstone,Others,Acceptable,1/21/2019,143,1679,290,32198,240097,487123
TUS,LAS,Cornerstone,Key Stations,LFHI,1/21/2019,143,365,290,32219,52195,105963
HOU,MCO,Key Stations,Others,LFHI,1/21/2019,143,849,290,32241,121407,246629
BHM,MDW,Others,Key Stations,Acceptable,1/21/2019,175,570,291,32263,99750,165686
LAS,SFO,Key Stations,Constrained,HFLI,1/21/2019,143,414,291,32285,59202,120416
PHX,SAT,Constrained,Key Stations,HFLI,1/21/2019,143,843,291,32307,120549,245350
BWI,STL,Constrained,Others,LFHI,1/21/2019,143,738,291,32329,105534,214926
CMH,PHX,Gateway,Constrained,HFLI,1/21/2019,143,1670,291,32351,238810,486657
DEN,RNO,Cornerstone,Others,Acceptable,1/21/2019,143,804,292,32373,114972,234442
MDW,ATL,Key Stations,Others,Acceptable,1/21/2019,143,591,292,32395,84513,172441
MDW,ALB,Key Stations,Key Stations,HFLI,1/21/2019,143,717,292,32417,102531,209337
MDW,DAL,Key Stations,Others,Waste,1/21/2019,143,793,292,32439,113399,231671
ATL,MDW,Others,Key Stations,LFHI,1/21/2019,143,591,292,32461,84513,172766
SJU,HOU,Cornerstone,Key Stations,LFHI,1/21/2019,175,1997,293,32483,349475,584147
MSY,DAL,Constrained,Others,LFHI,1/21/2019,143,436,293,32505,62348,127615
LGA,ATL,Gateway,Others,LFHI,1/21/2019,143,762,293,32527,108966,223174
DEN,LGA,Cornerstone,Gateway,LFHI,1/21/2019,143,1620,293,32549,231660,474762
NAS,FLL,Gateway,Cornerstone,LFHI,1/21/2019,143,182,293,32571,26026,53371
SAN,OAK,Constrained,Constrained,Acceptable,1/21/2019,143,446,293,32593,63778,130870
BWI,ROC,Constrained, ,Acceptable,1/21/2019,143,277,294,32615,39611,81331
MCO,SDF,Others,Gateway,Waste,1/21/2019,143,719,294,32637,102817,211240
DEN,BNA,Cornerstone,Gateway,HFLI,1/21/2019,175,1014,294,32659,177450,298096
HNL,OGG,Others,Constrained,Acceptable,1/21/2019,175,100,294,32681,17500,29416
PIT,BWI,Key Stations,Constrained,LFHI,1/21/2019,143,210,294,32703,30030,61813
ELP,AUS,Cornerstone,Gateway,LFHI,1/21/2019,143,528,295,32724,75504,155512
BWI,BNA,Constrained,Gateway,HFLI,1/21/2019,143,587,295,32746,83941,172997
OKC,DAL,Key Stations,Others,Acceptable,1/21/2019,143,181,295,32768,25883,53376
RDU,BWI,Others,Constrained,HFLI,1/21/2019,143,255,295,32790,36465,75246
SJC,SAN,Gateway,Constrained,Waste,1/21/2019,143,417,295,32812,59631,123125
AUS,DAL,Gateway,Others,Waste,1/21/2019,143,189,295,32834,27027,55840
AUS,SAN,Gateway,Constrained,Acceptable,1/21/2019,143,1164,296,32856,166452,344115
FLL,BWI,Cornerstone,Constrained,LFHI,1/21/2019,143,925,296,32878,132275,273629
MDW,DEN,Key Stations,Cornerstone,HFLI,1/21/2019,143,895,296,32900,127985,264919
MCO,BNA,Others,Gateway,Waste,1/21/2019,143,616,296,32922,88088,182448
TPA,ROC,Others, ,Waste,1/21/2019,143,1079,296,32944,154297,319779
LAX,DAL,Others,Others,HFLI,1/21/2019,175,1246,297,32966,218050,369500
DAL,OKC,Others,Key Stations,Acceptable,1/21/2019,143,181,297,32988,25883,53709
BWI,PIT,Constrained,Key Stations,Waste,1/21/2019,143,210,297,33010,30030,62352
MDW,OMA,Key Stations,Constrained,HFLI,1/21/2019,143,423,297,33032,60489,125673
PHL,MCO,Constrained,Others,Waste,1/21/2019,143,861,297,33054,123123,255961
OAK,BWI,Constrained,Constrained,HFLI,1/21/2019,143,2447,297,33076,349921,727901
LAX,RNO,Others,Others,HFLI,1/21/2019,143,391,298,33098,55913,116381
BDL,MDW,Key Stations,Key Stations,HFLI,1/22/2019,143,777,298,33120,111111,231417
SJC,SAN,Gateway,Constrained,Waste,1/22/2019,143,417,298,33142,59631,124273
BWI,MBJ,Constrained,Constrained,Waste,1/22/2019,175,1426,298,33164,249550,425234
DAL,ABQ,Others,Others,Waste,1/22/2019,143,580,298,33186,82940,173063
BUR,SFO,Key Stations,Constrained,LFHI,1/22/2019,143,326,299,33208,46618,97333
LGA,HOU,Gateway,Key Stations,LFHI,1/22/2019,143,1428,299,33229,204204,426617
SAN,SJC,Constrained,Gateway,Acceptable,1/22/2019,143,417,299,33251,59631,124656
CMH,RSW,Gateway,Key Stations,LFHI,1/22/2019,143,930,299,33273,132990,278180
RNO,PHX,Others,Constrained,LFHI,1/22/2019,143,601,299,33295,85943,179880
DEN,SLC,Cornerstone,Gateway,HFLI,1/22/2019,143,391,299,33317,55913,117099
CMH,MDW,Gateway,Key Stations,Waste,1/22/2019,143,283,300,33339,40469,84806
BNA,HOU,Gateway,Key Stations,Waste,1/22/2019,143,670,300,33361,95810,200901
LAS,TUS,Key Stations,Cornerstone,LFHI,1/22/2019,143,365,300,33383,52195,109513
SAN,SFO,Constrained,Constrained,HFLI,1/22/2019,143,447,300,33405,63921,134198
DEN,MCI,Cornerstone,Gateway,LFHI,1/22/2019,143,533,300,33427,76219,160115
PDX,LAX,Key Stations,Others,Waste,1/22/2019,143,834,301,33449,119262,250689
SDF,MCO,Gateway,Others,Acceptable,1/22/2019,143,719,301,33471,102817,216253
SAN,PHX,Constrained,Constrained,HFLI,1/22/2019,143,304,301,33493,43472,91490
BOS,ATL,Others,Others,LFHI,1/22/2019,175,946,301,33515,165550,284875
SFO,BUR,Constrained,Key Stations,Waste,1/22/2019,143,326,301,33537,46618,98230
BWI,RDU,Constrained,Others,HFLI,1/22/2019,143,255,302,33559,36465,76883
STL,BNA,Others,Gateway,LFHI,1/22/2019,143,272,302,33581,38896,82059
MKE,MCO,Cornerstone,Others,HFLI,1/22/2019,175,1066,302,33603,186550,321794
TPA,LAS,Others,Key Stations,HFLI,1/22/2019,143,1984,302,33625,283712,599275
SFO,SAN,Constrained,Constrained,HFLI,1/22/2019,143,447,302,33647,63921,135100
SAT,DAL,Key Stations,Others,HFLI,1/22/2019,175,248,302,33669,43400,75000
STL,DCA,Others,Constrained,LFHI,1/22/2019,143,719,303,33691,102817,217573
MDW,DEN,Key Stations,Cornerstone,HFLI,1/22/2019,143,895,303,33712,127985,270995
PHX,DAL,Constrained,Others,HFLI,1/22/2019,175,879,303,33734,153825,266312
MKE,DEN,Cornerstone,Cornerstone,Acceptable,1/22/2019,143,896,303,33756,128128,271627
SAT,HOU,Key Stations,Key Stations,LFHI,1/22/2019,143,192,303,33778,27456,58241
BWI,PVD,Constrained,Constrained,HFLI,1/22/2019,143,327,304,33800,46761,99252
SNA,SJC,Gateway,Gateway,HFLI,1/22/2019,143,342,304,33822,48906,103867
ABQ,SAN,Others,Constrained,LFHI,1/22/2019,175,628,304,,109900,190842
HOU,IND,Key Stations,Gateway,HFLI,1/22/2019,143,861,304,33866,123123,261807
HOU,SJD,Key Stations,Others,HFLI,1/22/2019,143,1000,304,33888,143000,304256
MDW,PHL,Key Stations,Constrained,HFLI,1/22/2019,143,668,304,33910,95524,203366
MHT,BWI, ,Constrained,Waste,1/22/2019,143,377,305,33932,53911,114843
BWI,BOS,Constrained,Others,LFHI,1/22/2019,143,369,305,33954,52767,112474
SJC,STL,Gateway,Others,Waste,1/22/2019,143,1715,305,33976,245245,523058
STL,PHL,Others,Constrained,Waste,1/22/2019,143,814,305,33998,116402,248411
MDW,DAL,Key Stations,Others,LFHI,1/22/2019,143,793,305,34020,113399,242148
SEA,PHX,Constrained,Constrained,LFHI,1/22/2019,175,1107,306,34042,193725,338233
MCI,BNA,Gateway,Gateway,Waste,1/22/2019,143,491,306,34064,70213,150111
PHX,OMA,Constrained,Constrained,Acceptable,1/22/2019,175,1037,306,34086,181475,317226
BNA,OAK,Gateway,Constrained,HFLI,1/22/2019,175,1959,306,34108,342825,599633
MDW,LAX,Key Stations,Others,Acceptable,1/22/2019,143,1750,306,34130,250250,535981
SDF,HOU,Gateway,Key Stations,Acceptable,1/22/2019,143,803,306,34152,114829,246086
MDW,DEN,Key Stations,Cornerstone,Acceptable,1/22/2019,175,895,307,34174,156625,274444
ISP,BWI,Key Stations,Constrained,LFHI,1/23/2019,143,220,307,34196,31460,67502
BNA,RDU,Gateway,Others,Waste,1/23/2019,143,442,307,34217,63206,135698
LAS,SAN,Key Stations,Constrained,Waste,1/23/2019,143,258,307,34239,36894,79256
BWI,CUN,Constrained,Cornerstone,Waste,1/23/2019,143,1388,307,34261,198484,426637
LIT,STL,Key Stations,Others,Waste,1/23/2019,175,296,308,34283,51800,91037
MCO,BWI,Others,Constrained,LFHI,1/23/2019,175,787,308,34305,137725,242193
MSY,ATL,Constrained,Others,HFLI,1/23/2019,143,425,308,34327,60775,130869
CVG,BWI, ,Constrained,LFHI,1/23/2019,143,430,308,34349,61490,132487
TUL,DAL,Cornerstone,Others,HFLI,1/23/2019,143,237,308,34371,33891,73065
SJC,LAS,Gateway,Key Stations,Acceptable,1/23/2019,143,386,308,,,
DCA,HOU,Constrained,Key Stations,Waste,1/23/2019,143,1218,309,,,
MDW,RDU,Key Stations,Others,HFLI,1/23/2019,143,632,309,,,
HNL,OGG,Others,Constrained,Waste,1/23/2019,175,100,309,,,
DAL,AUS,Others,Gateway,Acceptable,1/23/2019,143,189,309,,,
HOU,CRP,Key Stations, ,Waste,1/23/2019,143,187,309,,,
BNA,JAX,Gateway,Others,HFLI,1/23/2019,143,483,310,,,
HOU,MCO,Key Stations,Others,Waste,1/23/2019,143,849,310,,,
SNA,SMF,Gateway,Cornerstone,Waste,1/23/2019,143,404,310,,,
MCI,PHX,Gateway,Constrained,Acceptable,1/23/2019,143,1044,310,34591,149292,323774
LAS,SFO,Key Stations,Constrained,Acceptable,1/23/2019,143,414,310,34613,59202,128469
DEN,TUS,Cornerstone,Cornerstone,Waste,1/23/2019,175,639,310,34635,111825,198406
BWI,RSW,Constrained,Key Stations,Waste,1/23/2019,143,919,311,34657,131417,285514
DAL,MSY,Others,Constrained,LFHI,1/23/2019,143,436,311,34679,62348,135536
LAX,SMF,Others,Cornerstone,LFHI,1/23/2019,143,373,311,34700,53339,116020
OAK,ONT,Constrained,Cornerstone,Waste,1/23/2019,143,362,311,34722,51766,112665
DEN,SAT,Cornerstone,Key Stations,LFHI,1/23/2019,175,794,311,34744,138950,247262
ELP,PHX,Cornerstone,Constrained,Waste,1/23/2019,143,347,312,34766,49621,108124
CMH,MDW,Gateway,Key Stations,LFHI,1/23/2019,143,283,312,34788,40469,88234
DEN,BUR,Cornerstone,Key Stations,LFHI,1/23/2019,143,850,312,34810,121550,265169
BWI,MKE,Constrained,Cornerstone,Waste,1/23/2019,143,641,312,34832,91663,200086
BNA,MDW,Gateway,Key Stations,Acceptable,1/23/2019,143,395,312,34854,56485,123370
LAS,PHX,Key Stations,Constrained,LFHI,1/23/2019,143,255,313,34876,36465,79691
ABQ,LAS,Others,Key Stations,HFLI,1/23/2019,143,486,313,34898,69498,151971
PHX,DEN,Constrained,Cornerstone,Acceptable,1/23/2019,143,602,313,34920,86086,188354
LAS,SNA,Key Stations,Gateway,HFLI,1/23/2019,143,226,313,34942,32318,70752
SFO,LAX,Constrained,Others,Waste,1/23/2019,143,337,313,34964,48191,105564
BNA,MCO,Gateway,Others,Acceptable,1/23/2019,175,616,313,34986,107800,193074
DEN,HOU,Cornerstone,Key Stations,Acceptable,1/23/2019,175,883,314,35008,154525,276922
SJC,LAS,Gateway,Key Stations,Acceptable,1/23/2019,143,386,314,35030,55198,121126
MEM,MCO,Cornerstone,Others,HFLI,1/23/2019,143,684,314,35052,97812,214763
LAS,STL,Key Stations,Others,Waste,1/23/2019,143,1371,314,35074,196053,430720
MCI,MKE,Gateway,Cornerstone,LFHI,1/23/2019,143,436,314,35096,62348,137056
SJC,DAL,Gateway,Others,Waste,1/23/2019,143,1450,315,35118,207350,456071
BOS,BWI,Others,Constrained,LFHI,1/23/2019,143,369,315,35140,52767,116130
BWI,RSW,Constrained,Key Stations,HFLI,1/23/2019,175,919,315,35162,160825,289392
MCO,MDW,Others,Key Stations,Waste,1/23/2019,175,990,315,35184,173250,311932
HOU,DAL,Key Stations,Others,HFLI,1/23/2019,143,239,315,35205,34177,75349
OKC,BNA,Key Stations,Gateway,Acceptable,1/23/2019,143,616,315,35227,88088,194317
MSY,LAS,Constrained,Key Stations,Waste,1/23/2019,143,1500,316,35249,214500,473450
SAN,SMF,Constrained,Cornerstone,LFHI,1/23/2019,143,480,316,35271,68640,151592
MSY,LGA,Constrained,Gateway,HFLI,1/23/2019,143,1183,316,35293,169169,373828
SNA,SJC,Gateway,Gateway,LFHI,1/24/2019,143,342,316,35315,48906,108135
TPA,SAN,Others,Constrained,HFLI,1/24/2019,175,2087,316,35337,365225,660258
DAL,STL,Others,Others,LFHI,1/24/2019,143,546,317,35359,78078,172837
OAK,SEA,Constrained,Constrained,Acceptable,1/24/2019,143,672,317,35381,96096,212845
DEN,SEA,Cornerstone,Constrained,Acceptable,1/24/2019,175,1024,317,35403,179200,324524
LAX,MDW,Others,Key Stations,HFLI,1/24/2019,143,1750,317,35425,250250,554927
STL,HOU,Others,Key Stations,Waste,1/24/2019,175,687,317,35447,120225,217974
DEN,LAX,Cornerstone,Others,LFHI,1/24/2019,143,862,317,35469,123266,273657
ATL,FLL,Others,Cornerstone,Waste,1/24/2019,175,581,318,35491,101675,184556
HOU,MSY,Key Stations,Constrained,HFLI,1/24/2019,143,302,318,35513,43186,95986
PHX,MCO,Constrained,Others,LFHI,1/24/2019,175,1849,318,35535,323575,588016
MDW,OKC,Key Stations,Key Stations,LFHI,1/24/2019,143,691,318,35557,98813,219878
MDW,BDL,Key Stations,Key Stations,LFHI,1/24/2019,143,777,318,35579,111111,247386
SDF,BWI,Gateway,Constrained,HFLI,1/24/2019,143,495,319,35601,70785,157692
HOU,PHX,Key Stations,Constrained,HFLI,1/24/2019,175,1020,319,35623,178500,325128
HOU,DAL,Key Stations,Others,LFHI,1/24/2019,143,239,319,35645,34177,76226
OAK,BUR,Constrained,Key Stations,Acceptable,1/24/2019,143,325,319,35667,46475,103714
MCO,BNA,Others,Gateway,Acceptable,1/24/2019,143,616,319,35688,88088,196691
BDL,BWI,Key Stations,Constrained,Acceptable,1/24/2019,143,283,319,35710,40469,90415
MCI,DEN,Gateway,Cornerstone,Acceptable,1/24/2019,143,533,320,35732,76219,170384
OAK,AUS,Constrained,Gateway,LFHI,1/24/2019,175,1497,320,35754,261975,478821
OAK,ONT,Constrained,Cornerstone,LFHI,1/24/2019,143,362,320,35776,51766,115853
BUR,LAS,Key Stations,Key Stations,Waste,1/24/2019,143,223,320,35798,31889,71409
MCI,DAL,Gateway,Others,Acceptable,1/24/2019,143,460,320,35820,65780,147386
HOU,DAL,Key Stations,Others,Waste,1/24/2019,143,239,321,35842,34177,76620
HOU,ATL,Key Stations,Others,Waste,1/24/2019,143,696,321,35864,99528,223257
OAK,LAS,Constrained,Key Stations,Waste,1/24/2019,143,407,321,35886,58201,130628
IND,RSW,Gateway,Key Stations,HFLI,1/24/2019,143,945,321,35908,135135,303475
LAX,BNA,Others,Gateway,HFLI,1/24/2019,143,1797,321,35930,256971,577415
ISP,FLL,Key Stations,Cornerstone,Acceptable,1/24/2019,143,1092,322,35952,156156,351083
SMF,SEA,Cornerstone,Constrained,Waste,1/24/2019,143,605,322,35974,86515,194622
TPA,MEM,Others,Cornerstone,LFHI,1/24/2019,143,655,322,35996,93665,210826
DAL,DCA,Others,Constrained,LFHI,1/24/2019,143,1184,322,36018,169312,381314
PIT,MCO,Key Stations,Others,HFLI,1/24/2019,175,834,322,36040,145950,268747
BWI,DTW,Constrained,Key Stations,LFHI,1/24/2019,143,409,322,36062,58487,131871
SAT,HOU,Key Stations,Key Stations,HFLI,1/24/2019,143,192,323,36084,27456,61940
SMF,PHX,Cornerstone,Constrained,Waste,1/24/2019,175,647,323,36106,113225,208845
SFO,LAX,Constrained,Others,Acceptable,1/24/2019,143,337,323,36128,48191,108842
ELP,DEN,Cornerstone,Cornerstone,HFLI,1/24/2019,143,563,323,36150,80509,181937
CLT,MDW,Cornerstone,Key Stations,LFHI,1/24/2019,143,584,323,36172,83512,188831
DCA,STL,Constrained,Others,LFHI,1/24/2019,143,719,324,36193,102817,232613
BUF,BWI,Key Stations,Constrained,Acceptable,1/24/2019,143,281,324,36215,40183,90962
CMH,DAL,Gateway,Others,LFHI,1/24/2019,175,919,324,36237,160825,297655
ATL,DCA,Others,Constrained,LFHI,1/24/2019,143,547,324,36259,78221,177268
LAS,HOU,Key Stations,Key Stations,Waste,1/24/2019,143,1235,324,36281,176605,400458
LAS,AUS,Key Stations,Gateway,Acceptable,1/24/2019,143,1090,324,36303,155870,353641
ELP,LAX,Cornerstone,Others,HFLI,1/24/2019,143,715,325,36325,102245,232107
MDW,PHX,Key Stations,Constrained,HFLI,1/24/2019,175,1444,325,36347,252700,469023
DAL,AUS,Others,Gateway,HFLI,1/24/2019,143,189,325,36369,27027,61423
SEA,SMF,Constrained,Cornerstone,LFHI,1/25/2019,143,605,325,36391,86515,196731
OAK,STL,Constrained,Others,Acceptable,1/25/2019,143,1725,325,36413,246675,561243
BWI,FLL,Constrained,Cornerstone,Acceptable,1/25/2019,143,925,326,36435,132275,301126
SNA,LAS,Gateway,Key Stations,LFHI,1/25/2019,143,226,326,36457,32318,73614
DEN,PHX,Cornerstone,Constrained,Waste,1/25/2019,175,602,326,36479,105350,196197
LAX,DAL,Others,Others,Waste,1/25/2019,143,1246,326,36501,178178,406311
HOU,ABQ,Key Stations,Others,HFLI,1/25/2019,143,759,326,36523,108537,247643
SJC,LAX,Gateway,Others,Waste,1/25/2019,143,308,326,36545,44044,100550
LAS,SJC,Key Stations,Gateway,LFHI,1/25/2019,143,386,327,36567,55198,126084
OGG,HNL,Constrained,Others,HFLI,1/25/2019,175,100,327,36589,17500,32683
LIH,HNL,Constrained,Others,Waste,1/25/2019,175,102,327,36611,17850,33355
MSY,HOU,Constrained,Key Stations,Acceptable,1/25/2019,143,302,327,36633,43186,98812
OAK,LGB,Constrained,Gateway,LFHI,1/25/2019,143,353,327,36655,50479,115564
LAX,HOU,Others,Key Stations,HFLI,1/25/2019,143,1390,328,36677,198770,455309
MSP,MDW,Cornerstone,Key Stations,Waste,1/25/2019,143,349,328,36698,49907,114383
DEN,HOU,Cornerstone,Key Stations,HFLI,1/25/2019,143,883,328,36720,126269,289560
ATL,SAT,Others,Key Stations,Acceptable,1/25/2019,143,874,328,36742,124982,286769
HOU,DCA,Key Stations,Constrained,LFHI,1/25/2019,175,1218,328,36764,213150,399863
MDW,DEN,Key Stations,Cornerstone,HFLI,1/25/2019,175,895,328,36786,156625,293988
LAX,BNA,Others,Gateway,HFLI,1/25/2019,143,1797,329,36808,256971,590605
TPA,DCA,Others,Constrained,LFHI,1/25/2019,143,814,329,36830,116402,267680
MCO,MKE,Others,Cornerstone,Waste,1/25/2019,143,1066,329,36852,152438,350744
SJC,DEN,Gateway,Cornerstone,HFLI,1/25/2019,143,948,329,36874,135564,312093
PVD,BWI,Constrained,Constrained,Acceptable,1/25/2019,143,327,329,36896,46761,107712
DEN,ONT,Cornerstone,Cornerstone,HFLI,1/25/2019,175,819,330,36918,143325,269925
SMF,LGB,Cornerstone,Gateway,LFHI,1/25/2019,143,387,330,36940,55341,127618
SJC,LAX,Gateway,Others,Waste,1/25/2019,143,308,330,36962,44044,101623
BUR,SMF,Key Stations,Cornerstone,Acceptable,1/25/2019,175,358,330,36984,62650,118186
PHX,HOU,Constrained,Key Stations,Waste,1/25/2019,143,1020,330,37006,145860,336919
MCI,SAN,Gateway,Constrained,Acceptable,1/25/2019,143,1334,330,37028,190762,440882
DCA,BNA,Constrained,Gateway,HFLI,1/25/2019,143,562,331,37050,80366,185842
PHX,MDW,Constrained,Key Stations,Waste,1/25/2019,175,1444,331,37072,252700,477767
DEN,DAL,Cornerstone,Others,HFLI,1/25/2019,143,651,331,37094,93093,215512
ABQ,OAK,Others,Constrained,HFLI,1/25/2019,143,889,331,37116,127127,294464
LAX,SAT,Others,Key Stations,Waste,1/25/2019,143,1211,331,37138,173173,401342
SMF,SNA,Cornerstone,Gateway,LFHI,1/25/2019,143,404,332,37160,57772,133965
